customer_id,age,gender,city,segment,employment_type,annual_income,months_on_book,num_products,income_log
CUST100207,73,M,Surat,Retail,Self-Employed,396600.0,200,3,12.890686016496828
CUST100208,35,M,Hyderabad,Retail,Salaried,371500.0,123,2,12.82530683492637
CUST100209,63,F,Surat,Retail,Self-Employed,250000.0,135,3,12.429220196836383
CUST100210,35,F,Ahmedabad,HNWI,Retired,250000.0,76,3,12.429220196836383
CUST100211,59,M,Mumbai,Retail,Self-Employed,316500.0,226,2,12.66508168011904
CUST100212,63,F,Kochi,Mass Affluent,Salaried,957400.0,21,1,13.771977600435509
CUST100213,45,F,Hyderabad,Corporate,Retired,315300.0,55,2,12.661283017110742
CUST100214,60,M,Chandigarh,Mass Affluent,Business Owner,250000.0,80,2,12.429220196836383
CUST100215,35,F,Indore,Retail,Salaried,250000.0,140,1,12.429220196836383
CUST100216,25,F,Bangalore,Retail,Student,250000.0,105,4,12.429220196836383
CUST100217,26,F,Lucknow,Retail,Self-Employed,271300.0,223,1,12.510984184596735
CUST100218,45,M,Kolkata,SME,Business Owner,404400.0,49,1,12.910162238924604
CUST100219,69,F,Lucknow,Mass Affluent,Retired,250000.0,139,2,12.429220196836383
CUST100220,27,M,Jaipur,HNWI,Salaried,250000.0,119,3,12.429220196836383
CUST100221,45,M,Chennai,Mass Affluent,Business Owner,316800.0,78,1,12.666029095483083
CUST100222,59,F,Lucknow,HNWI,Salaried,250000.0,11,3,12.429220196836383
CUST100223,31,F,Hyderabad,HNWI,Business Owner,250000.0,195,2,12.429220196836383
CUST100224,59,F,Bhopal,Retail,Retired,250000.0,52,1,12.429220196836383
CUST100225,37,F,Chandigarh,Retail,Business Owner,341200.0,38,1,12.740227025427723
CUST100226,64,F,Bangalore,Retail,Business Owner,250000.0,139,2,12.429220196836383
CUST100227,52,F,Surat,Mass Affluent,Business Owner,469000.0,41,2,13.058360179622305
CUST100228,50,M,Bhopal,Corporate,Salaried,475200.0,155,1,13.071493151405463
CUST100229,30,F,Delhi,Mass Affluent,Salaried,250000.0,177,2,12.429220196836383
CUST100230,46,M,Kochi,Mass Affluent,Salaried,250000.0,59,2,12.429220196836383
CUST100231,67,M,Chandigarh,SME,Business Owner,289700.0,22,5,12.576604635598223
CUST100232,22,F,Hyderabad,Retail,Self-Employed,250000.0,28,3,12.429220196836383
CUST100233,61,F,Jaipur,Retail,Self-Employed,250000.0,17,1,12.429220196836383
CUST100234,47,M,Kochi,Corporate,Salaried,846200.0,119,2,13.648512199021129
CUST100235,59,F,Kolkata,Corporate,Self-Employed,411900.0,94,1,12.928538308194957
CUST100236,56,F,Hyderabad,Mass Affluent,Salaried,250000.0,187,2,12.429220196836383
CUST100237,44,M,Kolkata,Retail,Student,250000.0,99,2,12.429220196836383
CUST100238,37,F,Kolkata,SME,Business Owner,250000.0,158,4,12.429220196836383
CUST100239,54,M,Surat,HNWI,Salaried,250000.0,115,2,12.429220196836383
CUST100240,28,F,Kolkata,Mass Affluent,Business Owner,258800.0,106,4,12.463814705589053
CUST100241,52,F,Kolkata,Retail,Salaried,250000.0,179,2,12.429220196836383
CUST100242,26,F,Chandigarh,Mass Affluent,Salaried,250000.0,125,2,12.429220196836383
CUST100243,56,F,Jaipur,Corporate,Self-Employed,250000.0,139,1,12.429220196836383
CUST100244,54,F,Bhopal,Corporate,Self-Employed,250000.0,111,1,12.429220196836383
CUST100245,25,F,Surat,Mass Affluent,Salaried,250000.0,172,3,12.429220196836383
CUST100246,61,M,Bhopal,Mass Affluent,Salaried,276900.0,77,4,12.531415320564594
CUST100247,43,M,Bangalore,Mass Affluent,Salaried,668400.0,17,2,13.41264357181237
CUST100248,63,M,Chandigarh,Mass Affluent,Salaried,250000.0,105,2,12.429220196836383
CUST100249,23,F,Chandigarh,Retail,Salaried,250000.0,79,1,12.429220196836383
CUST100250,30,F,Mumbai,Retail,Salaried,250000.0,215,2,12.429220196836383
CUST100251,47,M,Kolkata,Retail,Retired,250000.0,232,4,12.429220196836383
CUST100252,31,M,Pune,HNWI,Salaried,250000.0,56,1,12.429220196836383
CUST100253,38,F,Pune,Retail,Salaried,477400.0,106,1,13.076112087564187
CUST100254,56,F,Kochi,Retail,Salaried,253300.0,107,3,12.442333783869854
CUST100255,28,M,Surat,Corporate,Salaried,471500.0,58,2,13.063676501944174
CUST100256,57,F,Hyderabad,HNWI,Business Owner,646600.0,8,1,13.379484690823464
CUST100257,26,F,Lucknow,Retail,Salaried,250000.0,238,2,12.429220196836383
CUST100258,30,F,Chandigarh,Retail,Salaried,250000.0,158,3,12.429220196836383
CUST100259,52,F,Pune,HNWI,Retired,596600.0,102,5,13.299003827226315
CUST100260,63,F,Bhopal,Retail,Business Owner,300600.0,48,4,12.613539082975452
CUST100261,30,F,Lucknow,Mass Affluent,Salaried,366900.0,118,2,12.812847335877953
CUST100262,37,F,Bhopal,Mass Affluent,Salaried,498700.0,69,3,13.119761996745758
CUST100263,70,F,Bhopal,Retail,Business Owner,459500.0,58,2,13.037896397054075
CUST100264,74,M,Mumbai,HNWI,Self-Employed,343300.0,230,2,12.746362892345706
CUST100265,52,M,Indore,Retail,Retired,620200.0,159,1,13.337798898030288
CUST100266,45,M,Bangalore,Mass Affluent,Salaried,257600.0,78,1,12.459167155192379
CUST100267,39,F,Indore,Retail,Business Owner,366500.0,54,2,12.811756528818082
CUST100268,54,M,Indore,Retail,Salaried,250000.0,185,5,12.429220196836383
CUST100269,52,F,Hyderabad,Retail,Salaried,495000.0,148,3,13.112315061750808
CUST100270,36,M,Mumbai,Corporate,Business Owner,250000.0,206,5,12.429220196836383
CUST100271,22,M,Pune,Retail,Self-Employed,250000.0,183,1,12.429220196836383
CUST100272,29,M,Chennai,Retail,Salaried,397500.0,100,1,12.89295272879663
CUST100273,72,F,Jaipur,Retail,Salaried,250000.0,158,5,12.429220196836383
CUST100274,43,M,Delhi,HNWI,Business Owner,250000.0,95,2,12.429220196836383
CUST100275,47,F,Mumbai,Retail,Salaried,573200.0,27,2,13.258991719526398
CUST100276,46,F,Pune,SME,Salaried,479100.0,13,1,13.079666710115957
CUST100277,63,F,Kochi,Mass Affluent,Salaried,250000.0,24,4,12.429220196836383
CUST100278,24,M,Chennai,Mass Affluent,Salaried,250000.0,221,1,12.429220196836383
CUST100279,25,F,Chennai,Mass Affluent,Business Owner,369500.0,203,4,12.819908725726677
CUST100280,35,F,Bangalore,Retail,Salaried,399300.0,97,1,12.897470797430847
CUST100281,47,M,Chennai,SME,Salaried,365900.0,217,1,12.81011808399072
CUST100282,57,M,Chennai,SME,Self-Employed,355900.0,178,4,12.782407881272364
CUST100283,47,F,Hyderabad,Retail,Salaried,250000.0,37,2,12.429220196836383
CUST100284,44,F,Kolkata,Mass Affluent,Self-Employed,250000.0,58,1,12.429220196836383
CUST100285,71,M,Chennai,Retail,Salaried,250000.0,93,2,12.429220196836383
CUST100286,29,M,Surat,Mass Affluent,Business Owner,250000.0,194,1,12.429220196836383
CUST100287,51,M,Kolkata,HNWI,Business Owner,325400.0,159,1,12.692813546903102
CUST100288,50,F,Kochi,SME,Business Owner,328700.0,97,1,12.702903801935484
CUST100289,46,M,Lucknow,Retail,Salaried,431000.0,201,2,12.973865689268807
CUST100290,64,M,Lucknow,Mass Affluent,Business Owner,250000.0,82,1,12.429220196836383
CUST100291,35,M,Jaipur,HNWI,Self-Employed,250000.0,218,4,12.429220196836383
CUST100292,72,M,Bhopal,Retail,Salaried,250000.0,174,3,12.429220196836383
CUST100293,38,M,Hyderabad,Mass Affluent,Salaried,250000.0,169,1,12.429220196836383
CUST100294,50,M,Chandigarh,Mass Affluent,Salaried,300000.0,26,2,12.611541086966115
CUST100295,49,F,Hyderabad,HNWI,Salaried,250000.0,40,2,12.429220196836383
CUST100296,66,F,Bangalore,SME,Salaried,544800.0,236,3,13.20817586935173
CUST100297,44,M,Indore,Retail,Retired,250000.0,185,2,12.429220196836383
CUST100298,36,M,Bhopal,Retail,Student,697700.0,66,3,13.455545923207081
CUST100299,22,M,Delhi,Retail,Salaried,367500.0,207,1,12.814481318719762
CUST100300,40,F,Jaipur,Retail,Retired,250000.0,78,2,12.429220196836383
CUST100301,65,M,Ahmedabad,Mass Affluent,Self-Employed,943000.0,88,1,13.756822622060419
CUST100302,21,M,Hyderabad,Corporate,Salaried,314700.0,77,5,12.659378260676938
CUST100303,69,F,Ahmedabad,Retail,Student,296500.0,121,2,12.599805870095512
CUST100304,50,M,Surat,Mass Affluent,Self-Employed,258000.0,184,3,12.460718739865236
CUST100305,28,M,Jaipur,Retail,Self-Employed,355000.0,44,2,12.779875885354993
CUST100306,37,M,Ahmedabad,Retail,Salaried,367800.0,232,1,12.815297310017613
CUST100307,50,M,Bhopal,Corporate,Salaried,250000.0,77,1,12.429220196836383
CUST100308,38,F,Hyderabad,Mass Affluent,Retired,250000.0,232,1,12.429220196836383
CUST100309,26,F,Lucknow,Retail,Salaried,287600.0,209,3,12.569329381874445
CUST100310,56,M,Chennai,Corporate,Salaried,380700.0,134,3,12.849769569107353
CUST100311,57,M,Chandigarh,Mass Affluent,Salaried,384500.0,26,1,12.859701668704687
CUST100312,27,M,Hyderabad,Retail,Salaried,296200.0,140,2,12.598793556907369
CUST100313,36,F,Bhopal,Mass Affluent,Salaried,250000.0,184,2,12.429220196836383
CUST100314,34,M,Lucknow,Mass Affluent,Retired,250000.0,235,2,12.429220196836383
CUST100315,56,M,Hyderabad,Retail,Salaried,250000.0,28,2,12.429220196836383
CUST100316,60,F,Kochi,Corporate,Retired,382900.0,180,4,12.855531749109925
CUST100317,60,M,Hyderabad,Mass Affluent,Self-Employed,250000.0,74,2,12.429220196836383
CUST100318,71,M,Hyderabad,Mass Affluent,Salaried,250000.0,181,2,12.429220196836383
CUST100319,62,M,Kolkata,Corporate,Salaried,309500.0,142,3,12.64271660211934
CUST100320,38,F,Surat,Mass Affluent,Salaried,269000.0,208,3,12.502470376049185
