Equity_LargeCap,Equity_MidCap,Equity_SmallCap,Debt_Govt,Debt_Corporate,Gold,International,REIT,Commodities,Cash,portfolio_id,customer_id,risk_profile,investment_horizon_years,expected_return,expected_volatility,sharpe_ratio
0.0002967285165347004,0.2502808957881484,0.11153168450858844,0.02512516427795285,0.1301554456757708,0.02297453245151394,0.0033706264721547873,0.3778858426242491,0.07101739659130711,0.007361683093779829,PORT400011,CUST107644,Conservative,2,11.2,13.24,0.582
0.03138477514224867,0.0013066877611146047,0.02432085346198777,0.05078896309145335,0.08466114508103648,0.2108062896973855,0.0012230589370240252,0.19786494070334418,0.046116355722166665,0.3515269304022389,PORT400012,CUST107515,Moderate,5,7.05,6.85,0.518
0.1423446082536274,0.1498407847037717,0.058750027912040266,0.010926435267592283,0.13498047034707278,0.05207841232457558,0.20540781656996418,0.1411962211371205,0.09076956495470226,0.013705658529533208,PORT400013,CUST101030,Moderate,5,11.0,12.49,0.6
0.06537022462567427,0.0013210311574316997,0.03237864226971234,0.36346098844557995,0.08638239349956792,0.10922504731954262,0.11347509525217074,0.1349256468090306,0.09112477145081262,0.0023361591704773674,PORT400014,CUST104394,Moderate,15,8.48,8.58,0.58
0.014421441033704553,0.05968297389211358,0.22841554656326826,0.0026027497869063393,0.03726323751884278,0.012921442852098265,0.061326395356323705,0.3863299331141757,0.16867363517786302,0.02836264470470387,PORT400015,CUST102314,Conservative,2,10.88,14.28,0.517
0.21231590610092477,0.0012996743788184593,0.02472234869998002,0.20928109783348148,0.048335975135881094,0.18635801565522386,0.02255781166756872,0.09010479194512618,0.15152079951567884,0.05350357906731662,PORT400016,CUST105686,Very Aggressive,5,9.1,10.14,0.552
0.14568354939232606,0.013255958422164293,0.0002277783478522302,0.045985556757583826,0.0016949157105075941,0.00020079436188374458,0.3030568196535629,0.2297377076233411,0.08027268572374896,0.17988423400702927,PORT400017,CUST107337,Very Aggressive,20,8.74,9.98,0.525
0.0001554206810733983,0.019858699047656716,0.02728224608501951,0.2212765699539371,0.14377173719290812,0.12165946467975695,0.2512065202268449,0.10761174110997161,0.09576391079647846,0.011413690226353248,PORT400018,CUST107721,Conservative,1,8.63,9.49,0.541
0.013068433262820315,0.055222780868840506,0.044923219445940014,0.025604815507892613,0.0332250532175541,0.2904277715820444,0.004836518225224706,0.0020286610482357983,0.4686807123739355,0.061982034467511944,PORT400019,CUST103176,Moderate,2,8.48,14.01,0.355
0.022541994017020214,0.04989456575413852,0.11696221077003806,0.014551221778520309,0.04070315986549226,0.20834783085899167,0.03593113570591352,0.1756155618728392,0.01171880033087521,0.323733519046171,PORT400020,CUST103730,Conservative,7,8.58,9.02,0.563
0.48344412103132695,0.14146199223871245,0.021534287815756236,0.21103779968249187,0.00743337096921119,0.05756962324269354,0.012981934059248633,0.0005463671717955881,0.001724731579203933,0.06226577220955959,PORT400021,CUST102018,Conservative,15,11.73,12.52,0.657
0.07560690235231367,0.2922885062904472,0.030661607423705464,0.181205004862623,0.012739145833641621,0.1704663846687821,0.03644481651824559,0.10049743760018208,0.04522535485029861,0.054864839599760684,PORT400022,CUST102998,Moderate,1,10.83,12.23,0.599
0.00038845663067613054,0.0640846813783034,0.006498889129053608,0.020359105270767966,0.1014412048334994,0.03629706205530189,0.7696996971109846,0.0007743346646488639,0.00041697936967845223,3.958955708546111e-05,PORT400023,CUST101724,Moderate,15,10.12,14.0,0.473
0.023027935375330443,0.0008637536548624387,0.040537860284994016,0.33472083207519887,0.17713661701377156,0.2493179743779795,0.16198673544106976,0.011160089413719819,0.0011999606559298848,4.824170714363105e-05,PORT400024,CUST105597,Aggressive,20,8.63,8.42,0.609
0.0009424172439750589,0.11885203583372042,0.09523295664653389,0.001279146494047653,0.113193704547757,0.0005694254755813884,0.3402394061122358,0.23782947945209865,0.09184566407498937,1.5764119060747156e-05,PORT400025,CUST103749,Aggressive,10,10.61,12.96,0.549
0.13306941075900852,0.04169230989148989,0.5738873582043751,0.0008833117593979324,0.10903559154593369,0.037397239225834475,0.04846590314696605,1.0475617144676644e-05,0.004159880947544317,0.0513985189023053,PORT400026,CUST106915,Aggressive,1,14.77,20.31,0.555
0.027969293373490856,0.006889867515605956,0.01360926552489651,0.0358891498809118,0.17888209375670142,0.1509997265279658,0.03859358760757582,0.006980730503242025,0.5394281569755812,0.0007581283340286402,PORT400027,CUST107080,Very Aggressive,10,7.99,13.84,0.324
0.0011980373418715982,0.021636464001750934,0.12137966418392428,0.21141731764236696,0.2835976979842835,0.00346431074685449,0.18399555149528699,0.002118934408125601,0.030231948211881583,0.14096007398365384,PORT400028,CUST106118,Aggressive,3,8.78,8.61,0.613
0.05777183737476577,0.12134310158753038,0.005424380380094425,0.00019415655882754865,0.014230384961579147,0.05806452369192305,0.0685000056916254,0.2454804716994943,0.001109612153734908,0.42788152590042505,PORT400029,CUST104735,Very Aggressive,15,7.76,7.45,0.572
0.009136644320606806,0.00804312098610794,0.0007325959214136197,0.14862395755467592,0.09685885710549866,0.012908106457045775,0.00014123974863177098,0.07764069996985881,0.13812039339556595,0.5077943845405948,PORT400030,CUST106911,Very Aggressive,15,5.53,4.91,0.413
0.1502653545915852,8.813953963263222e-05,0.010850642792735093,0.08800515551880955,0.18387531267501472,0.03137138444860413,0.058428484557291986,0.1650076752474198,0.10757083867207641,0.20453701195683044,PORT400031,CUST106576,Aggressive,1,8.08,8.02,0.571
0.018790900923475497,0.010712418718692714,0.15152320694042645,0.05630309587657764,0.18266328003819074,0.31875867911192024,0.014935819368692848,0.0005557502376536812,0.18598385340224305,0.059772995382127006,PORT400032,CUST106835,Conservative,10,9.52,11.98,0.503
0.0021313718384426443,0.23557517883486565,0.016516851146611212,0.03274892423655634,0.07874742581231618,0.008518836703671078,0.13181999685676887,0.1946755176364114,0.22360824334957344,0.07565765358478314,PORT400033,CUST106577,Very Aggressive,7,9.82,12.63,0.5
0.012615931804485352,0.014965151798643104,0.16599401172542727,0.244417238771659,0.00014525166514684957,0.009117884008342346,0.13131432436516438,0.1395884620127684,5.14992699555256e-06,0.28183659392136773,PORT400034,CUST104391,Conservative,7,8.56,8.78,0.576
0.5970807434381109,0.019888887257666875,0.06298684764201544,0.0010854456654667737,0.0006988310080833902,0.01773491372388933,0.0001735185132506332,0.01516593191896839,0.05669418349259952,0.22849069733994876,PORT400035,CUST106011,Aggressive,1,11.31,13.1,0.596
0.0019011254575088195,0.1338908749345566,0.27045483519514896,0.03883087216714136,0.05008825207085613,0.12317180688355671,0.031133969462729727,0.03804771196948065,0.03750421099344174,0.2749763408655792,PORT400036,CUST100548,Conservative,10,10.66,12.73,0.562
0.2605641657823001,0.109836542098656,0.01684680674197208,0.10372276397807699,0.15567647277327146,0.07465157239361607,0.038475924769617684,0.10941923433925184,0.058958751451493284,0.0718477656717445,PORT400037,CUST101097,Aggressive,7,10.28,10.54,0.643
0.2766589370434397,0.04237325137755029,0.03594515906376715,0.14143996040297288,0.24175020042203474,0.060148431256995726,0.12946445147546568,0.008863432200300992,0.03576756635594884,0.027588610401524143,PORT400038,CUST101932,Aggressive,1,10.31,10.27,0.663
0.08711590105644178,0.06651195555433363,0.49376363356524616,0.02474455527323135,0.027055843952459684,0.14092654571780985,0.0012100887072902706,0.10029501000973405,0.01171924195045786,0.046657224212995535,PORT400039,CUST106748,Aggressive,2,13.93,18.76,0.556
0.1118905687390043,0.007020003009984159,0.0025420908484222945,0.009418518276997502,0.2500950712670706,0.006700795501163756,0.06667215715065379,0.44760483995403255,0.08437927840391143,0.013676676848759442,PORT400040,CUST100986,Aggressive,3,8.96,9.77,0.559
0.009052998229709234,9.983100351830709e-05,0.4261080308251088,0.12899452835145403,0.30704357034218477,0.0016168819458257531,0.00012769567097392187,6.719707141489352e-05,0.08996289093034254,0.03692637562946787,PORT400041,CUST106113,Aggressive,7,11.87,15.52,0.539
0.061786835316545274,0.05491133446823729,0.001458405353207824,0.19082986096911767,0.10208475032552829,0.5623748404714605,0.00044013032515249803,0.00794186200007803,1.696323971168388e-08,0.01817196380743329,PORT400042,CUST100065,Aggressive,20,9.02,10.34,0.534
0.01670338330047696,0.42373312819467057,0.06293443128864344,0.004845790606775421,5.416853785142767e-05,0.024472567235254566,1.1487885287720071e-05,0.024501065146311268,0.17523801990975213,0.26750595789497633,PORT400043,CUST101990,Moderate,1,10.77,14.17,0.513
0.09951531142195214,0.1701878758265198,0.06321752870793333,0.00040805749119390616,0.33753526692186436,0.10626456504232003,0.005385110242332843,0.011030350883946863,0.0009561140048539673,0.20549981945708254,PORT400044,CUST105952,Moderate,5,9.79,9.41,0.668
0.23363314418765113,0.013222335982771746,0.2253279209097609,0.01203475394428593,0.08092021182734555,0.01525465757574472,0.05782096012644727,0.08545948789410478,0.09592480832917649,0.18040171922271148,PORT400045,CUST106249,Aggressive,10,11.01,12.86,0.584
0.03552261592889297,0.006551129828526478,0.06605231930285003,0.12489675936532914,0.0038810576707289223,0.06702073242091632,0.31439206142878834,0.1917107558969538,0.04054406925654081,0.14942849890047322,PORT400046,CUST105421,Moderate,20,8.82,9.93,0.536
0.0013679726233402597,0.27916261811379284,0.00024288035141207403,0.07284178699529313,0.08468603361867819,0.18004505066174123,0.045627625064400504,9.218513757373162e-05,0.09272590241793953,0.2432079450158285,PORT400047,CUST103358,Moderate,2,9.22,10.62,0.539
0.23444463034553398,0.0413402556173804,1.2151719105028866e-05,0.293863785563385,0.004630185521639631,0.009482111878592835,0.17138566855510584,0.08402973797358242,0.14154396402423675,0.019267508801438227,PORT400048,CUST106024,Very Aggressive,10,9.46,10.45,0.57
0.11827159056900853,0.22935253672785288,0.1956600846527642,0.02331690981517789,7.567498129445788e-06,0.12588428068409982,0.03871581017329856,0.1993503765056363,0.061852716170675066,0.007588127203357199,PORT400049,CUST105281,Conservative,10,12.67,15.26,0.601
0.081777010088614,0.018361977871881326,0.1944573200552381,0.04015229290510673,0.14070119347471322,0.005751434678839778,0.09949941851955131,0.2330956164891523,0.18359133487223261,0.0026124010446703446,PORT400050,CUST103377,Moderate,2,10.65,13.28,0.538
0.024246432972039572,0.13375889779022423,0.37633075477325817,0.0009978220073731314,0.00019680503352085987,0.049776530213106615,0.08264000725159315,0.016161867421491387,0.18424410397567423,0.13164677856171858,PORT400051,CUST102819,Conservative,1,12.42,17.23,0.518
0.01060277069123759,0.12434615804816733,0.03388621142483772,0.25739251481970443,0.140463790415319,0.010063797858869088,0.021244823331251505,0.029774336801371155,0.13633317166167394,0.23589242494756824,PORT400052,CUST107270,Moderate,5,7.88,7.93,0.552
0.04963928180041902,0.12015890741197068,0.01394063662833776,0.09140646842056312,0.01474394255316527,0.10583927012810108,0.062116006789692285,0.10615758223315808,0.4350905861681736,0.0009073178664191769,PORT400053,CUST105180,Aggressive,2,9.11,13.9,0.404
0.09166416878570784,7.590927170515877e-05,0.0020272222893340003,0.233746450854208,0.16680027931569094,0.03149907280589944,0.00031965534954943336,0.3611457899921132,0.02709963190905592,0.08562181942673593,PORT400054,CUST107641,Conservative,1,8.02,7.55,0.599
0.0002277409616227074,0.3011683512502436,0.13273104614490622,0.25175102701536667,0.019571230281574994,0.12082984737289432,0.03558932382642973,0.10785946888925539,0.010698763658740005,0.019573200598966504,PORT400055,CUST100578,Aggressive,7,11.51,13.11,0.611
0.17600446927035157,0.4217502327276038,0.003212810326784448,0.0006044110453189864,0.0013026581975432098,0.10524081997252252,0.0320023145972408,0.0025342518443746175,0.18679048003354137,0.07055755198471875,PORT400056,CUST102866,Moderate,2,12.13,15.79,0.547
0.09236001342819579,0.19607071101672965,0.05164914748327899,0.1729399798450534,0.028281203269443327,0.14415614633910354,0.008742498281493125,0.0004115537056376126,0.2989626805547959,0.006426066076268591,PORT400057,CUST100312,Very Aggressive,5,10.21,13.44,0.499
0.5172846825489934,0.01950277121174177,0.019169054369968686,0.21421022958098412,0.008193951371402549,2.2148510861881964e-05,0.061868223005569864,0.15026731468766202,2.0124894712785586e-07,0.0094814234638684,PORT400058,CUST101237,Conservative,3,11.29,12.18,0.64
0.0002130797158948501,0.25891932045771143,0.036824800958805984,0.008372330313792305,0.11990044408588424,0.054077226577265505,0.3188153762736339,0.05316639606436175,0.006810799645164386,0.14290022590748552,PORT400059,CUST100741,Moderate,2,10.5,12.08,0.579
0.13833859252964556,0.036412735258289974,0.02854541814944434,0.2509544128435553,0.42662682699823895,0.0196227579464681,0.06418470304951755,0.020353032510811563,0.0023541126499769644,0.012607408064051778,PORT400060,CUST100477,Moderate,10,9.13,7.77,0.725
0.001067138459465883,0.06225559503106731,0.0052402643714680045,0.00682019939714715,0.0058879699546586,0.39227427978788293,0.4563169751356517,0.00029919540850609845,0.05593663465666567,0.013901747797486748,PORT400061,CUST101826,Moderate,5,9.73,12.9,0.483
0.2842908843585628,2.4989164616246747e-06,0.0012909489356851482,0.0008316543227145844,0.005968416754308272,0.3270284098988991,0.19671022525070098,0.00013187875146771034,0.000258428280983806,0.18348665453021584,PORT400062,CUST106868,Very Aggressive,20,9.61,10.7,0.571
0.02384721536722538,0.027194193218041462,0.10533692279318602,0.0438880244390045,0.021094270715663475,0.05846445664337837,0.012268932208357161,0.18065575015367158,0.503526951367299,0.023723283094173216,PORT400063,CUST104835,Moderate,5,8.91,14.79,0.366
0.07128157223380953,0.04815472861634513,0.047692807939778994,0.016656917948405552,0.10242967520022658,0.4177458957055973,0.00723506123070702,0.012658391541343619,0.05302566602374973,0.22311928356003638,PORT400064,CUST107503,Moderate,1,8.65,9.66,0.533
0.02050275090168772,0.0021942812820889245,0.0012728641826174874,0.09657272591727241,0.039281345294900266,0.7364783455225306,0.027549976304886842,0.019461024221878044,0.013683766026343714,0.04300292034579396,PORT400065,CUST106567,Conservative,5,8.6,11.49,0.444
0.02289259103913618,0.01088743656437789,0.003982919230295837,0.1483570190546505,0.3172437553780741,0.02453110777683638,0.25121568415041057,0.004916868105556912,0.17866668785224196,0.03730593084841985,PORT400066,CUST100092,Very Aggressive,7,8.22,9.32,0.506
0.09409181493344639,0.002388579214636609,0.0014145587251124315,0.002624022698348447,0.1667733705522812,9.502599352382977e-05,0.050392359553629286,0.016822125518335188,0.4364037190434934,0.2289944237671934,PORT400067,CUST105099,Aggressive,2,7.24,11.15,0.335
0.0022241966406266194,0.001113626890445548,0.298413829579399,0.1858837034758198,0.08222183236373273,0.03553616740553056,0.21420804673487281,0.023980559255080795,0.10186768413526512,0.05455035351922696,PORT400068,CUST106000,Conservative,2,10.86,13.8,0.533
0.15151262076984767,0.0017164361254661629,0.01867956885306751,0.019133087940397094,0.04347341360520874,0.1421927403345973,0.39877196740184573,0.0003166190193185873,0.22241845210410424,0.0017850938461470638,PORT400069,CUST102152,Moderate,5,9.79,13.16,0.478
0.0001597566585839218,0.2523654447649515,0.1578409956495369,0.06617565392424836,0.10496876804868349,0.2395739234591124,0.03410087610202185,0.0035595905598528412,0.13932831521233477,0.001926675620673971,PORT400070,CUST103481,Very Aggressive,20,11.66,14.57,0.56
0.022271649349806466,0.22008965892906418,0.2708638253823851,0.011892280197772156,0.15748770475871182,0.01655298798727003,0.03638525208701556,0.01179603685437309,0.13734961220403863,0.11531099224956283,PORT400071,CUST104155,Very Aggressive,7,12.02,15.1,0.564
0.0212440690702821,0.0013535398299713483,0.047759742862310536,0.14505037891174039,0.16804242972111214,0.07783162610946714,0.10432616609433343,0.3140129296142443,0.10314982340936378,0.017229294377174673,PORT400072,CUST102346,Aggressive,7,8.66,9.47,0.545
0.036391748170816376,0.003867672645727036,0.05881750222843498,0.04325953544841165,0.0779530529364277,0.01275284157495223,0.0334296855100952,0.4847678530540121,0.09120576163891565,0.1575543467922072,PORT400073,CUST100192,Moderate,5,8.29,9.5,0.504
0.18065883728486198,0.0004268060485495835,0.16157766679858127,0.017053130520425282,0.10026696929014799,0.11242049938380008,0.191892078877977,0.054171827077079064,0.18112177213740868,0.00041041258116926384,PORT400074,CUST102449,Moderate,2,11.02,13.74,0.547
0.27174014290605136,0.03922220664744894,0.027600685460482253,0.06299528216721395,0.12771025662705607,0.0070982901745176895,0.05746369982360481,3.554354371014187e-05,0.13538505501204198,0.2707488376378727,PORT400075,CUST102366,Conservative,1,8.89,9.37,0.575
0.0167315175884511,0.0008905992544123596,0.0027640172263716954,0.4769283072658951,0.012509093504081952,0.14432647873279403,0.044339121879504166,0.02682543240653973,0.27426550766088786,0.0004199244810619462,PORT400076,CUST101383,Conservative,2,7.39,9.24,0.421
0.02943526172997071,0.039975603534573426,0.0035543988084981745,0.0692829729587221,0.31427099842043,0.021021020263640965,0.07424052790957868,0.06153928840359539,0.03641029158232622,0.35026963638866443,PORT400077,CUST100908,Conservative,7,7.02,5.67,0.621
0.0012505155568770894,0.010504162030485155,0.00399930740973137,0.3037773739265444,0.00024780738159318035,0.01692788037444775,2.5505868895503867e-05,0.6627897938640752,0.000416377762999044,6.127582435136381e-05,PORT400078,CUST107918,Moderate,7,8.02,9.17,0.493
0.43256064211101475,0.002853241053875551,0.04848393465770502,0.006160623901816016,0.20423905314450738,0.017291657264994317,0.14994497865272507,0.015296199678224782,0.06672714599451304,0.056442523540624026,PORT400079,CUST106179,Aggressive,15,11.1,12.19,0.623
0.10365919480712163,0.06130957562286943,0.025521386932194325,0.13482298294934253,0.03199342981527171,0.012803721209048225,0.2669910089444407,0.01310189396760762,0.2750525284372532,0.07474427731485069,PORT400080,CUST105927,Moderate,7,9.11,11.96,0.469
0.09363506954108913,0.002373492384973143,0.14853229007891516,0.05381669262692497,0.0005226113877128812,0.10665820387197018,0.03934591085498464,0.28698434059119754,0.046506750097317605,0.22162463856491474,PORT400081,CUST101377,Aggressive,1,9.27,10.3,0.56
0.1952439072781153,0.010691013373341655,0.0791277915790203,0.014660567344280668,0.3253257202639153,0.015592652079436366,0.07470604712151947,0.09125576356890298,0.12659127266162726,0.0668052647298408,PORT400082,CUST105214,Conservative,20,9.81,10.43,0.605
0.08305315420979656,0.24624180773987248,0.009777040601301355,0.032131074677195504,0.037572084267655875,0.33232924587013607,0.07859699009287739,3.870036140309602e-05,0.13786904137837577,0.04239086080138597,PORT400083,CUST107015,Very Aggressive,5,10.68,13.26,0.541
0.47373731892042387,0.1107575256117241,9.590568295500141e-05,0.028059195774535643,0.053377917404422756,0.20087279214221482,0.0015968527146197078,0.016326735962935674,0.059222541345548434,0.05595321444061982,PORT400084,CUST103105,Conservative,10,11.59,13.13,0.616
0.5249068519373571,3.861726965985177e-05,0.3299738173253733,0.0060989793832501304,0.10127255144202553,0.0011849746146154379,0.014922259893421375,0.006572099127801614,0.006182577089078165,0.008847271917417545,PORT400085,CUST100549,Moderate,10,14.43,17.47,0.626
0.0866950768824992,0.0065891795695274535,0.2994819261888804,0.0003083523132492538,0.003997601091602721,0.3688436988556388,0.004008411832749976,0.06358466579995857,0.07738593210884682,0.08910515535704688,PORT400086,CUST104770,Aggressive,10,11.5,15.0,0.533
0.007208592376629003,0.2666114402254524,0.012188203503339205,0.4252006814572698,0.03911119809230411,0.15218707532943945,0.01642792922838396,0.0032208194621261995,0.068138480966352,0.009705579358703753,PORT400087,CUST102196,Aggressive,2,9.74,10.58,0.59
0.0876810704762598,0.08303734164212478,0.21553374769593708,0.0658578298438886,0.004485773069638436,0.08968164036705435,0.14280952995521037,0.006885489178910575,0.3012198739258617,0.002807703845114216,PORT400088,CUST104557,Moderate,20,11.31,15.71,0.497
0.00869731987528632,0.28639989784521014,0.13061177241237706,0.07562178468911362,0.0017840658114345947,0.02726126855003896,0.17007925561206616,0.0005736459332971042,0.0038253481935192368,0.2951456410776569,PORT400089,CUST106765,Conservative,20,10.57,12.04,0.587
0.005354455197001621,0.005123400220921412,0.2803047678339842,0.2010449535320726,0.013518012791739645,0.21412157318502523,1.8142162436704821e-06,0.17265493948662647,0.056000185979805335,0.05187589755657979,PORT400090,CUST107205,Moderate,7,10.59,13.06,0.543
0.0011707174471314843,0.006757924899641471,0.03934208642924817,0.049748349670033526,0.18564664082360763,0.0014431547852846787,6.471294363095914e-05,0.03240662356001033,0.6768578496284422,0.006561939812969538,PORT400091,CUST104855,Aggressive,5,7.69,15.35,0.273
0.034310826620921886,0.01372309494496451,0.20208948161203558,0.09468117508060342,0.05327376581220311,0.08950681354836026,0.05949426731572819,0.2595702988965919,0.18991368738443015,0.0034365887841610967,PORT400092,CUST107378,Conservative,5,10.33,13.27,0.515
0.05995962446730425,0.05470010138766382,0.08175490944449493,0.011890075063306664,0.15374298205364398,0.41083451089438733,0.12013708136804258,0.07835047319494129,0.00684413002032755,0.02178611210588761,PORT400093,CUST100254,Moderate,15,10.18,11.52,0.58
0.11552662902293113,0.00612991620969538,0.2463073743015648,0.16482364492630747,0.06681581889545804,0.019577684771665875,0.0033524391114665786,0.3744442853084657,0.001353475101058725,0.001668732351386074,PORT400094,CUST100997,Moderate,20,11.16,12.81,0.598
0.005642141992585453,0.3156409841907843,0.005356975232063224,0.37028366868808615,0.0024731502017602664,0.10923764592631394,0.013876063907306713,0.0008136135622444848,0.0620475393603751,0.11462821693848037,PORT400095,CUST107797,Aggressive,1,9.62,10.71,0.571
0.1791219819869556,0.034516822637923696,0.030851111880688818,0.011802752236723802,0.13726596388844195,0.11002756820176543,0.007799182188601465,0.2937001733097663,0.1945280746042723,0.0003863690648607441,PORT400096,CUST107331,Aggressive,20,9.72,11.62,0.535
0.19233483784628871,0.04908635354167739,0.040188795061803353,0.011673400176253979,0.11207844300129678,0.2559362575722315,0.03378464170255031,0.1709655046732312,0.10644521179615295,0.02750655462851398,PORT400097,CUST105848,Moderate,5,10.11,11.47,0.576
0.10544512742971254,0.0011462968530673464,0.08192300127178387,0.2563456684394934,0.028157440842316576,0.29486123370475237,0.07435790875334426,0.003344060794188216,0.05633150815252663,0.09808775375881465,PORT400098,CUST100499,Moderate,7,9.02,9.64,0.573
0.21105517792900766,0.18508988173618104,0.02156184725210265,0.025457983864420344,0.2908956307104721,0.01771848039974062,0.004200233641674674,0.03275650475560722,0.0021982234118269987,0.20906603629896656,PORT400099,CUST101462,Conservative,10,10.02,9.57,0.681
0.1733695627691625,0.011429656768790833,0.026101812907220297,0.43768136438794353,0.12266314994674793,1.5298851599025708e-05,0.071716372246691,0.1486868699697024,0.007682476651321197,0.0006534355008213754,PORT400100,CUST105187,Moderate,2,8.94,7.96,0.683
0.14562241139778498,0.004113900735931517,0.024919094534367966,0.24427875162742932,0.004040743709804068,0.08904987845850755,0.0059856993513898605,0.37901513839275935,0.012979705598577541,0.08999467619344784,PORT400101,CUST103288,Moderate,10,8.66,8.7,0.593
0.16768044149403444,0.009546915191008525,0.11449807802554672,0.03531421095458623,0.06965318514904892,0.03747742969853888,0.2670538181722036,0.007687441235046441,0.015456348850317811,0.2756321312296684,PORT400102,CUST100969,Moderate,15,9.49,10.11,0.592
0.0011412419367017254,0.0033563636210256266,0.15223693456467519,0.00043083492631817234,0.4308731480081923,0.08768909043773936,0.001632208799551927,0.1956627917038401,0.004662103827616814,0.12231528217433883,PORT400103,CUST104761,Very Aggressive,10,9.19,9.2,0.618
0.1657372285103324,0.01027265934815828,0.20071143166549932,0.01410802762586364,0.005813000339171428,0.012628678143081466,9.221743484934796e-06,0.39046173546104723,0.19386453450004948,0.006393482663311673,PORT400104,CUST101135,Moderate,7,11.05,14.32,0.527
0.007468983580544314,0.05519279198502862,0.008358382275679862,0.1583083075063676,0.16616609419030012,0.23569717435535062,0.031358908201997146,0.12183251281319131,0.03806849333871523,0.17754835175282524,PORT400105,CUST101669,Aggressive,5,7.85,7.58,0.574
0.1248431847556028,0.1534102779835931,0.013279238811152633,0.032634769832764886,0.20198539040160382,0.007408819634418583,0.04002896247058913,0.1404125194761137,0.16967629716422075,0.11632053946994056,PORT400106,CUST105690,Very Aggressive,3,9.52,10.66,0.565
0.15091095771941776,0.2954526085478269,7.969260616576578e-05,0.001054593433700391,0.029563825334526745,0.2029013674939693,0.13913853512308336,0.1393046162988246,0.016063652808863384,0.025530150633621795,PORT400107,CUST103039,Conservative,15,11.69,13.53,0.605
0.011849009544113144,0.32666150130256155,0.08597077315916747,0.22725357675488078,0.013073391560226402,5.305867052359607e-05,0.0028377406620906775,0.2958421406249079,0.016902837692023238,0.019555970029505196,PORT400108,CUST101029,Conservative,15,11.25,12.89,0.601
0.05250752060751748,0.04942653235682071,0.2197872182068096,0.018505848928309792,0.1300490844004172,0.14974545909288808,0.03059589494685949,0.09184848440330119,0.20191699288322332,0.05561696417385318,PORT400109,CUST104070,Conservative,20,10.69,13.7,0.525
0.07560231120947519,0.004809189784792497,0.002372485795415971,0.0010365078114815281,0.020078884906853514,0.31078714438941674,0.3934530196718404,0.0021141683851444806,0.1749835757975896,0.014762712247990232,PORT400110,CUST102622,Very Aggressive,3,9.37,12.74,0.461
